Row	Column	Assay	Sample	Conc	Ct	Tm	Efficiency	Flags
2	30	AY105	6C-rep1	-1				NoAmplification
2	31	AY105	6C-rep2	-1				NoAmplification
2	32	AY105	6C-rep3	-1				NoAmplification
11	33	AY106	4A-rep1	-1	25.25	77.2	1.94	
11	34	AY106	4A-rep2	-1	26.74	77.1	1.92	
11	35	AY106	4A-rep3	-1	25.63	77.13	1.92	
11	24	AY106	6A-rep1	-1	26.58	77.27	1.96	
11	25	AY106	6A-rep2	-1	25.59	77.22	1.96	
11	26	AY106	6A-rep3	-1	26.14	77.17	1.92	
11	27	AY106	6B-rep1	-1	26.41	77.13	1.94	
11	28	AY106	6B-rep2	-1	26.86	77.14	1.95	
11	29	AY106	6B-rep3	-1	26.89	77.15	1.94	
11	30	AY106	6C-rep1	-1	26.04	77.17	1.93	
11	31	AY106	6C-rep2	-1	26.01	77.15	1.94	
11	32	AY106	6C-rep3	-1	25.16	77.18	1.94	
20	33	AY107	4A-rep1	-1				NoAmplification
20	34	AY107	4A-rep2	-1				NoAmplification
20	35	AY107	4A-rep3	-1				NoAmplification
20	24	AY107	6A-rep1	-1				CurveFitFailed
20	25	AY107	6A-rep2	-1				NoAmplification
20	26	AY107	6A-rep3	-1				NoAmplification
20	27	AY107	6B-rep1	-1				NoAmplification
20	28	AY107	6B-rep2	-1				CurveFitFailed
20	29	AY107	6B-rep3	-1	29.53	77.7	1.93	CtIsLarge
20	30	AY107	6C-rep1	-1				NoAmplification
20	31	AY107	6C-rep2	-1				NoAmplification
20	32	AY107	6C-rep3	-1				NoAmplification
29	33	AY108	4A-rep1	-1	28.61	81.14	1.91	
29	34	AY108	4A-rep2	-1	29.09	81.16	1.9	
29	35	AY108	4A-rep3	-1	28.55	81.58	1.91	
29	24	AY108	6A-rep1	-1	28.47	81.27	1.91	
29	25	AY108	6A-rep2	-1	33.9	80.15	1.91	CtIsLarge. MultipleMeltPeaks
29	26	AY108	6A-rep3	-1				CtIsLarge. CurveFitFailed
29	27	AY108	6B-rep1	-1	27.33	81.21	1.9	
29	28	AY108	6B-rep2	-1	29.11	81.13	1.88	
29	29	AY108	6B-rep3	-1				CtIsLarge. CurveFitFailed
29	30	AY108	6C-rep1	-1				CtIsLarge. CurveFitFailed
29	31	AY108	6C-rep2	-1				CurveFitFailed
29	32	AY108	6C-rep3	-1	33.52	80.27	1.91	CtIsLarge
38	33	AY109	4A-rep1	-1	31.48	82	1.84	CtIsLarge
38	34	AY109	4A-rep2	-1				CurveFitFailed
38	35	AY109	4A-rep3	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
38	24	AY109	6A-rep1	-1				CurveFitFailed
38	25	AY109	6A-rep2	-1				NoAmplification
38	26	AY109	6A-rep3	-1				CurveFitFailed
38	27	AY109	6B-rep1	-1				CtIsLarge. CurveFitFailed
38	28	AY109	6B-rep2	-1	30.39	81.06	1.88	CtIsLarge
38	29	AY109	6B-rep3	-1				CurveFitFailed
38	30	AY109	6C-rep1	-1				CurveFitFailed
38	31	AY109	6C-rep2	-1	28.48	81.11	1.87	
38	32	AY109	6C-rep3	-1	28.48	81.13	1.87	
18	33	AY11	4A-rep1	-1	27.52	82.25	1.83	
18	34	AY11	4A-rep2	-1	27.97	82.09	1.86	
18	35	AY11	4A-rep3	-1	26.84	81.89	1.86	
18	24	AY11	6A-rep1	-1	27.43	82.39	1.84	
18	25	AY11	6A-rep2	-1	29.87	82.07	1.84	CtIsLarge
18	26	AY11	6A-rep3	-1	27.76	81.64	1.87	
18	27	AY11	6B-rep1	-1	28.15	81.67	1.84	
18	28	AY11	6B-rep2	-1	26.96	81.87	1.86	
18	29	AY11	6B-rep3	-1	28.82	82.06	1.83	
18	30	AY11	6C-rep1	-1	28.76	82.05	1.85	
18	31	AY11	6C-rep2	-1	27.3	81.62	1.87	MultipleMeltPeaks
18	32	AY11	6C-rep3	-1	26.71	82.22	1.85	
47	33	AY110	4A-rep1	-1	22.22	74.24	1.85	MultipleMeltPeaks
47	34	AY110	4A-rep2	-1	22.35	74.35	1.86	MultipleMeltPeaks
47	35	AY110	4A-rep3	-1	22.25	79.25	1.86	MultipleMeltPeaks
47	24	AY110	6A-rep1	-1	22.16	74.44	1.9	MultipleMeltPeaks
47	25	AY110	6A-rep2	-1	22.1	84.14	1.86	
47	26	AY110	6A-rep3	-1	22.06	74.55	1.9	MultipleMeltPeaks
47	27	AY110	6B-rep1	-1	22.21	74.49	1.89	
47	28	AY110	6B-rep2	-1	22.22	84.61	1.86	
47	29	AY110	6B-rep3	-1	22.15	74.36	1.87	MultipleMeltPeaks
47	30	AY110	6C-rep1	-1	21.92	82	1.88	MultipleMeltPeaks
47	31	AY110	6C-rep2	-1	22.05	74.35	1.9	MultipleMeltPeaks
47	32	AY110	6C-rep3	-1	22.14	84.13	1.86	
56	33	AY111	4A-rep1	-1	25.48	86.13	1.83	MultipleMeltPeaks
56	34	AY111	4A-rep2	-1	24.76	86.31	1.84	MultipleMeltPeaks
56	35	AY111	4A-rep3	-1	25.05	86.09	1.82	MultipleMeltPeaks
56	24	AY111	6A-rep1	-1	25.96	86.11	1.84	MultipleMeltPeaks
56	25	AY111	6A-rep2	-1	26.3	85.97	1.85	MultipleMeltPeaks
56	26	AY111	6A-rep3	-1	25.66	86.07	1.84	MultipleMeltPeaks
56	27	AY111	6B-rep1	-1	26.21	86.2	1.86	MultipleMeltPeaks
56	28	AY111	6B-rep2	-1	26.13	86.1	1.84	MultipleMeltPeaks
56	29	AY111	6B-rep3	-1	25.45	86.06	1.87	
56	30	AY111	6C-rep1	-1	28.09	86.09	1.83	
56	31	AY111	6C-rep2	-1	26.98	86.06	1.84	MultipleMeltPeaks
56	32	AY111	6C-rep3	-1	25.69	85.96	1.84	
65	33	AY112	4A-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
65	34	AY112	4A-rep2	-1				CtIsLarge. CurveFitFailed
65	35	AY112	4A-rep3	-1				CurveFitFailed
65	24	AY112	6A-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
65	25	AY112	6A-rep2	-1				CurveFitFailed
65	26	AY112	6A-rep3	-1	29.18	82.42	1.84	
65	27	AY112	6B-rep1	-1				CtIsLarge. CurveFitFailed
65	28	AY112	6B-rep2	-1				CurveFitFailed
65	29	AY112	6B-rep3	-1				LowEfficiency. CtIsLarge. CurveFitFailed
65	30	AY112	6C-rep1	-1	28.66	82.39	1.85	
65	31	AY112	6C-rep2	-1	28.4	82.34	1.85	
65	32	AY112	6C-rep3	-1	30.29	83.26	1.83	CtIsLarge
2	21	AY113	4A-rep1	-1	26.56	87.86	1.9	MultipleMeltPeaks
2	22	AY113	4A-rep2	-1	26.62	87.72	1.9	MultipleMeltPeaks
2	23	AY113	4A-rep3	-1	26.96	88.03	1.89	MultipleMeltPeaks
2	12	AY113	6A-rep1	-1	26.71	88.11	1.89	
2	13	AY113	6A-rep2	-1	27.04	88.24	1.9	
2	14	AY113	6A-rep3	-1	26.91	88.23	1.89	MultipleMeltPeaks
2	15	AY113	6B-rep1	-1	30.21	88.97	1.88	CtIsLarge
2	16	AY113	6B-rep2	-1	28.47	87.95	1.9	
2	17	AY113	6B-rep3	-1	28.9	88.06	1.86	
2	18	AY113	6C-rep1	-1	28.15	88.26	1.89	
2	19	AY113	6C-rep2	-1	27.07	88.41	1.89	MultipleMeltPeaks
2	20	AY113	6C-rep3	-1	26.93	88.24	1.89	MultipleMeltPeaks
11	21	AY114	4A-rep1	-1	33.93	88.44	1.85	CtIsLarge
11	22	AY114	4A-rep2	-1				NoAmplification
11	23	AY114	4A-rep3	-1				CtIsLarge. CurveFitFailed
11	12	AY114	6A-rep1	-1				CtIsLarge. CurveFitFailed
11	13	AY114	6A-rep2	-1				CurveFitFailed
11	14	AY114	6A-rep3	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
11	15	AY114	6B-rep1	-1				NoAmplification
11	16	AY114	6B-rep2	-1				NoAmplification
11	17	AY114	6B-rep3	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
11	18	AY114	6C-rep1	-1				HighEfficiency. CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
11	19	AY114	6C-rep2	-1				CtIsLarge. CurveFitFailed
11	20	AY114	6C-rep3	-1				CtIsLarge. CurveFitFailed
20	21	AY115	4A-rep1	-1	23.65	75.81	2	
20	22	AY115	4A-rep2	-1	24.45	75.84	1.99	
20	23	AY115	4A-rep3	-1	24.19	75.84	2	
20	12	AY115	6A-rep1	-1	24.89	75.77	1.95	
20	13	AY115	6A-rep2	-1	24.17	75.91	2	
20	14	AY115	6A-rep3	-1	24.55	75.9	1.99	
20	15	AY115	6B-rep1	-1	24.41	75.86	1.99	
20	16	AY115	6B-rep2	-1	26.22	75.74	1.97	
20	17	AY115	6B-rep3	-1	25.12	75.66	1.94	
20	18	AY115	6C-rep1	-1	25.36	75.89	1.98	
20	19	AY115	6C-rep2	-1	23.75	75.83	2	
20	20	AY115	6C-rep3	-1	25.56	75.61	1.95	
29	21	AY116	4A-rep1	-1	29.33	83.84	1.98	
29	22	AY116	4A-rep2	-1	28.5	83.91	1.97	MultipleMeltPeaks
29	23	AY116	4A-rep3	-1	28.45	83.53	1.93	
29	12	AY116	6A-rep1	-1	33.45	80.26	1.96	CtIsLarge
29	13	AY116	6A-rep2	-1	30.56	85.27	1.99	CtIsLarge. MultipleMeltPeaks
29	14	AY116	6A-rep3	-1				CtIsLarge. CurveFitFailed
29	15	AY116	6B-rep1	-1				CtIsLarge. CurveFitFailed
29	16	AY116	6B-rep2	-1	34.58	86.02	1.86	CtIsLarge. MultipleMeltPeaks
29	17	AY116	6B-rep3	-1	32.47	76.34	2	CtIsLarge
29	18	AY116	6C-rep1	-1				CtIsLarge. CurveFitFailed
29	19	AY116	6C-rep2	-1	33.33	86.54	2.02	CtIsLarge
29	20	AY116	6C-rep3	-1				CtIsLarge. CurveFitFailed
38	21	AY117	4A-rep1	-1	31.2	88	1.86	CtIsLarge
38	22	AY117	4A-rep2	-1	30.44	88.06	1.86	CtIsLarge
38	23	AY117	4A-rep3	-1	30.48	88.06	1.87	CtIsLarge
38	12	AY117	6A-rep1	-1	32.01	88.1	1.84	CtIsLarge
38	13	AY117	6A-rep2	-1	31.93	88.48	1.83	CtIsLarge
38	14	AY117	6A-rep3	-1	31.51	88.2	1.87	CtIsLarge
38	15	AY117	6B-rep1	-1	32.16	88.12	1.86	CtIsLarge
38	16	AY117	6B-rep2	-1	31.87	88.37	1.84	CtIsLarge
38	17	AY117	6B-rep3	-1	32.67	88.11	1.83	CtIsLarge
38	18	AY117	6C-rep1	-1	32.73	88.09	1.83	CtIsLarge
38	19	AY117	6C-rep2	-1	28.59	87.93	1.86	MultipleMeltPeaks
38	20	AY117	6C-rep3	-1	34.35	88.29	1.72	LowEfficiency. CtIsLarge
47	21	AY118	4A-rep1	-1				CtIsLarge. CurveFitFailed
47	22	AY118	4A-rep2	-1	29.03	83.13	1.88	MultipleMeltPeaks
47	23	AY118	4A-rep3	-1				NoAmplification
47	12	AY118	6A-rep1	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed. HighBaseline
47	13	AY118	6A-rep2	-1				NoAmplification
47	14	AY118	6A-rep3	-1				CurveFitFailed
47	15	AY118	6B-rep1	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
47	16	AY118	6B-rep2	-1				CtIsLarge. CurveFitFailed
47	17	AY118	6B-rep3	-1				CurveFitFailed
47	18	AY118	6C-rep1	-1				CurveFitFailed
47	19	AY118	6C-rep2	-1				CtIsLarge. CurveFitFailed
47	20	AY118	6C-rep3	-1				CurveFitFailed
56	21	AY119	4A-rep1	-1	29.82	87.87	1.78	LowEfficiency. CtIsLarge. MultipleMeltPeaks
56	22	AY119	4A-rep2	-1	28.59	87.98	1.79	LowEfficiency. MultipleMeltPeaks
56	23	AY119	4A-rep3	-1	28.9	88.15	1.79	LowEfficiency
56	12	AY119	6A-rep1	-1	30.98	87.92	1.86	CtIsLarge
56	13	AY119	6A-rep2	-1	32.46	87.78	1.83	CtIsLarge
56	14	AY119	6A-rep3	-1	30.62	89.5	1.92	CtIsLarge
56	15	AY119	6B-rep1	-1	31.03	89.92	1.86	CtIsLarge
56	16	AY119	6B-rep2	-1	30.7	87.83	1.86	CtIsLarge
56	17	AY119	6B-rep3	-1	29.15	88.19	1.94	
56	18	AY119	6C-rep1	-1	30.97	88.1	1.85	CtIsLarge
56	19	AY119	6C-rep2	-1	30.84	88.13	1.81	CtIsLarge
56	20	AY119	6C-rep3	-1	32.62	87.89	1.79	LowEfficiency. CtIsLarge
27	33	AY12	4A-rep1	-1	27.51	80.01	1.85	
27	34	AY12	4A-rep2	-1				CurveFitFailed
27	35	AY12	4A-rep3	-1				NoAmplification
27	24	AY12	6A-rep1	-1				CurveFitFailed
27	25	AY12	6A-rep2	-1				CurveFitFailed
27	26	AY12	6A-rep3	-1				CurveFitFailed
27	27	AY12	6B-rep1	-1				CtIsLarge. CurveFitFailed
27	28	AY12	6B-rep2	-1				NoAmplification
27	29	AY12	6B-rep3	-1				NoAmplification
27	30	AY12	6C-rep1	-1				NoAmplification
27	31	AY12	6C-rep2	-1				CtIsLarge. CurveFitFailed
27	32	AY12	6C-rep3	-1				LowEfficiency. CtIsSmall. CurveFitFailed
65	21	AY120	4A-rep1	-1	23.35	79.87	1.94	
65	22	AY120	4A-rep2	-1	21.78	79.92	1.94	
65	23	AY120	4A-rep3	-1	21.57	79.96	1.95	
65	12	AY120	6A-rep1	-1	22.43	79.92	1.96	
65	13	AY120	6A-rep2	-1	22.1	79.91	1.96	
65	14	AY120	6A-rep3	-1	20.93	80.05	1.95	
65	15	AY120	6B-rep1	-1	19.97	80.05	1.95	
65	16	AY120	6B-rep2	-1	20.26	79.95	1.91	
65	17	AY120	6B-rep3	-1	19.58	80.03	1.93	
65	18	AY120	6C-rep1	-1	19.78	80.04	1.95	
65	19	AY120	6C-rep2	-1	19.94	79.94	1.93	
65	20	AY120	6C-rep3	-1	21.21	79.92	1.96	
2	45	AY121	4A-rep1	-1	28.78	88.07	1.63	LowEfficiency
2	46	AY121	4A-rep2	-1	31.83	88.37	1.67	LowEfficiency. CtIsLarge
2	47	AY121	4A-rep3	-1	30.79	88.24	1.68	LowEfficiency. CtIsLarge
2	36	AY121	6A-rep1	-1	27.71	88.02	1.8	LowEfficiency. MultipleMeltPeaks
2	37	AY121	6A-rep2	-1	28.24	89.17	1.77	LowEfficiency
2	38	AY121	6A-rep3	-1	29.33	87.74	1.73	LowEfficiency
2	39	AY121	6B-rep1	-1	30.25	88.28	1.71	LowEfficiency. CtIsLarge
2	40	AY121	6B-rep2	-1	29.18	88.03	1.7	LowEfficiency
2	41	AY121	6B-rep3	-1	29.58	87.95	1.68	LowEfficiency. CtIsLarge
2	42	AY121	6C-rep1	-1	30.13	87.98	1.66	LowEfficiency. CtIsLarge
2	43	AY121	6C-rep2	-1	31.33	88.39	1.62	LowEfficiency. CtIsLarge
2	44	AY121	6C-rep3	-1	29.49	88.11	1.66	LowEfficiency
11	45	AY122	4A-rep1	-1	27.27	75.92	1.84	
11	46	AY122	4A-rep2	-1	28.96	75.86	1.81	
11	47	AY122	4A-rep3	-1	26.67	76.03	1.87	
11	36	AY122	6A-rep1	-1	23.85	76.24	1.93	
11	37	AY122	6A-rep2	-1	23.57	76.02	1.9	
11	38	AY122	6A-rep3	-1	25.81	75.74	1.81	
11	39	AY122	6B-rep1	-1	24.36	75.81	1.85	
11	40	AY122	6B-rep2	-1	25.78	75.74	1.82	
11	41	AY122	6B-rep3	-1	24.81	75.68	1.8	LowEfficiency
11	42	AY122	6C-rep1	-1	25.67	75.6	1.79	LowEfficiency
11	43	AY122	6C-rep2	-1	25.64	75.56	1.79	LowEfficiency
11	44	AY122	6C-rep3	-1	25.03	75.84	1.83	
20	45	AY123	4A-rep1	-1	29.91	73.29	1.9	CtIsLarge
20	46	AY123	4A-rep2	-1				NoAmplification
20	47	AY123	4A-rep3	-1				NoAmplification
20	36	AY123	6A-rep1	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
20	37	AY123	6A-rep2	-1				CurveFitFailed
20	38	AY123	6A-rep3	-1				CurveFitFailed
20	39	AY123	6B-rep1	-1				NoAmplification
20	40	AY123	6B-rep2	-1				CurveFitFailed
20	41	AY123	6B-rep3	-1				LowEfficiency. CtIsSmall. CurveFitFailed
20	42	AY123	6C-rep1	-1				NoAmplification
20	43	AY123	6C-rep2	-1				NoAmplification
20	44	AY123	6C-rep3	-1				CurveFitFailed
29	45	AY124	4A-rep1	-1	24	79.04	1.9	
29	46	AY124	4A-rep2	-1	25.17	78.97	1.88	MultipleMeltPeaks
29	47	AY124	4A-rep3	-1	24.88	78.8	1.91	
29	36	AY124	6A-rep1	-1	24.58	79.05	1.91	
29	37	AY124	6A-rep2	-1	24.52	79.17	1.9	
29	38	AY124	6A-rep3	-1	25.99	78.92	1.89	
29	39	AY124	6B-rep1	-1	25.05	79.06	1.9	
29	40	AY124	6B-rep2	-1	25.15	79.18	1.89	
29	41	AY124	6B-rep3	-1	24.16	78.96	1.89	
29	42	AY124	6C-rep1	-1	25.69	79.01	1.89	
29	43	AY124	6C-rep2	-1	24.73	78.9	1.9	MultipleMeltPeaks
29	44	AY124	6C-rep3	-1	24.51	78.94	1.89	
38	45	AY125	4A-rep1	-1	22.6	78.51	1.94	
38	46	AY125	4A-rep2	-1	23.26	78.5	1.93	
38	47	AY125	4A-rep3	-1	22.03	78.5	1.94	
38	36	AY125	6A-rep1	-1	21.17	78.62	1.95	
38	37	AY125	6A-rep2	-1	22.04	78.46	1.94	
38	38	AY125	6A-rep3	-1	22.27	78.42	1.93	
38	39	AY125	6B-rep1	-1	22.49	78.47	1.92	
38	40	AY125	6B-rep2	-1	22	78.59	1.94	
38	41	AY125	6B-rep3	-1	21.29	78.53	1.92	
38	42	AY125	6C-rep1	-1	23.35	78.44	1.94	
38	43	AY125	6C-rep2	-1	22.43	78.44	1.94	
38	44	AY125	6C-rep3	-1	21.81	78.47	1.93	
47	45	AY126	4A-rep1	-1	19.48	78.87	1.93	
47	46	AY126	4A-rep2	-1	20.24	78.84	1.91	
47	47	AY126	4A-rep3	-1	19.46	78.89	1.9	
47	36	AY126	6A-rep1	-1	19.25	78.88	1.92	
47	37	AY126	6A-rep2	-1	19.09	78.86	1.95	
47	38	AY126	6A-rep3	-1	20.09	78.77	1.91	
47	39	AY126	6B-rep1	-1	19.23	78.81	1.92	
47	40	AY126	6B-rep2	-1	19.49	78.85	1.92	
47	41	AY126	6B-rep3	-1	18.71	78.84	1.91	
47	42	AY126	6C-rep1	-1	19.91	78.77	1.91	
47	43	AY126	6C-rep2	-1	19.43	78.78	1.91	
47	44	AY126	6C-rep3	-1	18.46	78.85	1.94	
56	45	AY127	4A-rep1	-1	22.76	84.05	1.93	
56	46	AY127	4A-rep2	-1	22.3	84.04	1.92	
56	47	AY127	4A-rep3	-1	21.57	84.05	1.91	
56	36	AY127	6A-rep1	-1	21.05	84.09	1.91	
56	37	AY127	6A-rep2	-1	22.44	84.02	1.89	
56	38	AY127	6A-rep3	-1	21.87	84.03	1.91	
56	39	AY127	6B-rep1	-1	22.19	84.05	1.91	
56	40	AY127	6B-rep2	-1	21.4	84.11	1.91	
56	41	AY127	6B-rep3	-1	21.51	84.06	1.91	
56	42	AY127	6C-rep1	-1	23.03	83.96	1.91	
56	43	AY127	6C-rep2	-1	22.81	84.01	1.91	
56	44	AY127	6C-rep3	-1	21.48	83.97	1.9	
65	45	AY128	4A-rep1	-1	21.98	84.22	1.92	
65	46	AY128	4A-rep2	-1	22.17	84.21	1.9	
65	47	AY128	4A-rep3	-1	21.52	84.1	1.89	
65	36	AY128	6A-rep1	-1	22.41	84.14	1.91	
65	37	AY128	6A-rep2	-1	22.35	84.08	1.89	
65	38	AY128	6A-rep3	-1	23.02	84.09	1.9	
65	39	AY128	6B-rep1	-1	22.03	84.18	1.92	
65	40	AY128	6B-rep2	-1	22.16	84.27	1.9	
65	41	AY128	6B-rep3	-1	21.49	84.07	1.88	
65	42	AY128	6C-rep1	-1	23.54	84.09	1.88	
65	43	AY128	6C-rep2	-1	22.47	84.07	1.9	
65	44	AY128	6C-rep3	-1	21.58	84.1	1.91	
2	57	AY129	4A-rep1	-1	26.9	84.79	1.84	
2	58	AY129	4A-rep2	-1	26.29	84.81	1.84	
2	59	AY129	4A-rep3	-1	25.25	84.8	1.82	
2	48	AY129	6A-rep1	-1	28.22	84.39	1.72	LowEfficiency
2	49	AY129	6A-rep2	-1	28.09	84.24	1.67	LowEfficiency
2	50	AY129	6A-rep3	-1	27.58	84.4	1.76	LowEfficiency
2	51	AY129	6B-rep1	-1	26.69	84.45	1.76	LowEfficiency
2	52	AY129	6B-rep2	-1	27.25	84.73	1.8	LowEfficiency
2	53	AY129	6B-rep3	-1	26.36	84.65	1.8	
2	54	AY129	6C-rep1	-1	28.71	84.6	1.76	LowEfficiency
2	55	AY129	6C-rep2	-1	27.91	84.38	1.71	LowEfficiency
2	56	AY129	6C-rep3	-1	28.54	84.51	1.78	LowEfficiency
36	33	AY13	4A-rep1	-1				NoAmplification
36	34	AY13	4A-rep2	-1				NoAmplification
36	35	AY13	4A-rep3	-1				NoAmplification
36	24	AY13	6A-rep1	-1				NoAmplification
36	25	AY13	6A-rep2	-1				NoAmplification
36	26	AY13	6A-rep3	-1				NoAmplification
36	27	AY13	6B-rep1	-1				NoAmplification
36	28	AY13	6B-rep2	-1				NoAmplification
36	29	AY13	6B-rep3	-1				NoAmplification
